model,scenario,condition,episode_idx,seed,episode_return,episode_len,captured,reward_at_100,captured_at_100,reward_at_200,captured_at_200,reward_at_400,captured_at_400,terminal_action,hit_step_limit,ids_detections,ids_quarantine,ids_patch,ids_monitor,ids_first_step,ids_max_level,ids_increases,n_sensitive,n_hosts
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,61,1000061,257.49998772739673,400,32,287.9999881178138,31,283.49998773038146,32,257.49998772739673,32,False,True,15,2,4,9,23,13.35808343763168,226,34,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,62,1000062,216.49998773634312,400,32,282.9999881237742,31,252.99998774230247,32,216.49998773634312,32,False,True,43,4,16,23,31,17.971813751519242,255,34,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,63,1000063,194.99998849183504,400,30,230.99999002963324,26,222.49998887479376,29,194.99998849183504,30,False,True,49,5,12,32,19,29.19390511589447,263,34,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,64,1000064,67.49998934716172,400,29,81.99999434649982,16,125.99998935163094,29,67.49998934716172,29,False,True,98,17,38,43,30,24.4411215284199,307,36,89
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,65,1000065,154.49998960942216,400,27,195.99999117553259,23,191.99998963922337,27,154.49998960942216,27,False,True,46,7,14,25,35,22.19491992695908,275,28,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,66,1000066,152.99998887181457,400,29,252.49998926520357,28,212.99998887777392,29,152.99998887181457,29,False,True,53,8,23,22,51,15.656272808288385,268,30,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,67,1000067,188.499988877775,400,29,201.99999157041324,22,222.99998926222383,28,188.499988877775,29,False,True,48,2,19,27,42,10.655053316150076,253,32,80
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,68,1000068,182.99998886436398,400,29,63.49999616146126,10,211.49998925030295,28,182.99998886436398,29,False,True,50,2,22,26,49,42.515606529582925,271,33,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,69,1000069,227.49998773634312,400,32,240.99998965561412,27,265.9999877363431,32,227.49998773634312,32,False,True,48,3,10,35,56,10.291352123996361,269,35,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,70,1000070,138.9999892413634,400,28,179.4999907985332,24,173.99998962730237,27,138.9999892413634,28,False,True,58,8,24,26,21,23.31975538205011,280,32,87
