model,scenario,condition,episode_idx,seed,episode_return,episode_len,captured,reward_at_100,captured_at_100,reward_at_200,captured_at_200,reward_at_400,captured_at_400,terminal_action,hit_step_limit,n_sensitive,n_hosts
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,0,1000000,253.99998850523812,400,30,274.49998889118433,29,273.99998850673217,30,253.99998850523812,30,False,True,35,78
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,1,1000001,234.9999888733019,400,29,270.4999888822433,29,254.9999888747909,29,234.9999888733019,29,False,True,32,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,2,1000002,266.99998696445715,400,34,326.4999869748946,34,286.9999869674419,34,266.99998696445715,34,False,True,39,90
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,3,1000003,263.9999873533777,400,33,281.9999885067342,30,283.99998735785255,33,263.9999873533777,33,False,True,37,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,4,1000004,223.99998963028372,400,27,233.9999904081227,25,243.99998963624307,27,223.99998963028372,27,False,True,30,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,5,1000005,237.99998924881172,400,28,157.99999348372225,17,257.99998925179136,28,237.99998924881172,28,False,True,33,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,6,1000006,224.4999896258132,400,27,254.49998963475224,27,244.4999896273022,27,224.4999896258132,27,False,True,28,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,7,1000007,264.9999877378277,400,32,291.49998812377453,31,285.49998773783227,32,264.9999877378277,32,False,True,36,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,8,1000008,181.49999078065346,400,24,216.49999079406285,24,201.49999078214245,24,181.49999078065346,24,False,True,26,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,9,1000009,238.99998811334223,400,31,265.49998889416474,29,258.99998811483204,31,238.99998811334223,31,False,True,35,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,10,1000010,268.9999877318669,400,32,288.999988122284,31,288.99998773187144,32,268.9999877318669,32,False,True,34,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,handmade_dynamic,11,1000011,304.4999863058257,400,37,344.4999866977329,36,324.4999863103005,37,304.4999863058257,37,False,True,40,88
