model,scenario,condition,episode_idx,seed,episode_return,episode_len,captured,reward_at_100,captured_at_100,reward_at_200,captured_at_200,reward_at_400,captured_at_400,terminal_action,hit_step_limit,ids_detections,ids_quarantine,ids_patch,ids_monitor,ids_first_step,ids_max_level,ids_increases,n_sensitive,n_hosts
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,65,1000065,229.99998963922317,400,27,259.999989645183,27,249.99998964071216,27,229.99998963922317,27,False,True,0,0,0,0,-1,0.65097774,182,28,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,66,1000066,240.49998887628166,400,29,246.99999002963324,26,260.499988879262,29,240.49998887628166,29,False,True,7,1,1,5,76,2.74286616106608,232,30,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,67,1000067,249.49998887926319,400,29,239.49999041855352,25,249.49998964369365,27,249.49998887926319,29,False,True,1,0,0,1,6,0.9907581851999999,205,32,80
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,68,1000068,236.9999892547745,400,28,219.9999911710622,23,236.9999900221832,26,236.9999892547745,28,False,True,3,0,1,2,101,2.74286616106608,199,33,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,69,1000069,269.9999881148268,400,31,289.9999885052439,30,289.99998811632145,31,269.9999881148268,31,False,True,0,0,0,0,-1,0.65097774,214,35,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,70,1000070,224.99998963326402,400,27,239.999990411103,25,244.99998963624313,27,224.99998963326402,27,False,True,4,0,2,2,105,2.74286616106608,218,32,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,71,1000071,249.9999888688275,400,29,269.99998926073295,28,269.9999888718105,29,249.9999888688275,29,False,True,0,0,0,0,-1,0.6869581852,203,31,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,72,1000072,177.99999154359293,400,22,199.99999193251156,21,197.9999915435918,22,177.99999154359293,22,False,True,1,0,1,0,133,0.9907581851999999,197,24,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,73,1000073,179.49999153465217,400,22,189.4999923035504,20,199.49999153465103,22,179.49999153465217,22,False,True,1,0,0,1,92,0.9907581851999999,203,26,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,74,1000074,259.9999885022573,400,30,259.9999896496534,27,279.9999885037519,30,259.9999885022573,30,False,True,0,0,0,0,-1,0.65097774,216,37,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,75,1000075,258.49998810737634,400,31,283.4999885007736,30,278.4999881103611,31,258.49998810737634,31,False,True,5,1,3,1,19,3.3881492578447583,208,32,89
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,76,1000076,329.99998583345894,400,37,329.99998697936496,34,349.9999858349536,37,329.99998583345894,37,False,True,0,0,0,0,-1,0.65097774,203,41,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,77,1000077,278.4999873518873,400,33,298.49998774677465,32,298.4999873563621,33,278.4999873518873,33,False,True,5,1,3,1,46,2.361501257844758,224,34,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,78,1000078,245.49998888075402,400,29,259.49998965263376,27,255.49998926371273,28,245.49998888075402,29,False,True,3,0,2,1,89,2.74286616106608,206,32,81
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,79,1000079,239.9999892488137,400,28,249.99999001920241,26,249.99998963177242,27,239.9999892488137,28,False,True,0,0,0,0,-1,0.65097774,186,31,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,80,1000080,267.49998811780733,400,31,277.99998888671394,29,267.4999888837315,29,267.49998811780733,31,False,True,2,0,1,1,75,0.9907581851999999,197,33,81
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,81,1000081,229.99998962730245,400,27,259.99998963326226,27,249.99998962879144,27,229.99998962730245,27,False,True,0,0,0,0,-1,0.65097774,223,29,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,82,1000082,217.99999002367443,400,26,217.99999118447326,23,227.9999904111035,25,217.99999002367443,26,False,True,1,0,1,0,27,0.9907581851999999,224,32,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,83,1000083,299.99998697041764,400,34,289.99998850077355,30,319.9999869719123,34,299.99998697041764,34,False,True,0,0,0,0,-1,0.65097774,213,38,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,84,1000084,247.99998886882838,400,29,249.99999001920241,26,267.99998887032075,29,247.99998886882838,29,False,True,1,0,1,0,106,0.9907581851999999,198,30,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,85,1000085,262.49998811631735,400,31,262.49998926967385,28,272.4999885007718,30,262.49998811631735,31,False,True,3,1,1,1,12,2.74286616106608,200,37,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,86,1000086,279.99998773633746,400,32,299.99998812526445,31,299.9999877378321,32,279.99998773633746,32,False,True,0,0,0,0,-1,0.65097774,191,35,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,87,1000087,259.99998849033625,400,30,269.99998925924285,28,279.9999884903408,30,259.99998849033625,30,False,True,0,0,0,0,-1,0.65097774,217,34,89
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,88,1000088,270.999987731867,400,32,298.9999881252643,31,290.99998773783193,32,270.999987731867,32,False,True,12,0,2,10,48,7.592656514108783,230,35,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,89,1000089,239.99998925477064,400,28,259.99998964667327,27,259.99998925626073,28,239.99998925477064,28,False,True,0,0,0,0,-1,0.65097774,193,29,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,90,1000090,299.99998698233844,400,34,309.99998774975495,32,319.9999869853232,34,299.99998698233844,34,False,True,0,0,0,0,-1,0.44404725904,179,37,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,91,1000091,232.49998926669548,400,28,248.49999003559373,26,252.49998926818446,28,232.49998926669548,28,False,True,6,1,0,5,66,1.8088430214959998,219,32,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,92,1000092,251.499988502259,400,30,251.99998965412402,27,271.4999885022622,30,251.499988502259,30,False,True,5,1,1,3,34,2.74286616106608,212,36,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,93,1000093,248.9999888792585,400,29,279.4999888867138,29,268.99998888224127,29,248.9999888792585,29,False,True,2,0,0,2,91,0.9907581851999999,208,34,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,94,1000094,249.99998887478776,400,29,269.9999892622229,28,269.9999888747906,29,249.99998887478776,29,False,True,0,0,0,0,-1,0.65097774,193,32,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,95,1000095,234.49998926073295,400,28,247.49999002665302,26,254.4999892607318,28,234.49998926073295,28,False,True,5,0,2,3,71,2.74286616106608,207,34,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,96,1000096,289.49998735933764,400,33,289.49998851120404,30,309.4999873608323,33,289.49998735933764,33,False,True,1,0,0,1,89,0.9907581851999999,195,35,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,97,1000097,279.9999877393175,400,32,289.999988506734,30,299.9999877437923,32,279.9999877393175,32,False,True,0,0,0,0,-1,0.65097774,185,35,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,98,1000098,239.99998889118623,400,29,244.49999004304433,26,249.99998927414495,28,239.99998889118623,29,False,True,5,1,2,2,14,1.8088430214959998,177,32,81
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,99,1000099,217.4999900206942,400,26,228.49999079704307,24,237.49999002367332,26,217.4999900206942,26,False,True,5,0,0,5,44,2.74286616106608,218,31,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,100,1000100,269.4999881043969,400,31,209.99999154657144,22,289.4999881088717,31,269.4999881043969,31,False,True,1,0,0,1,107,0.9907581851999999,206,35,91
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,101,1000101,259.9999885037472,400,30,279.9999888911841,29,279.99998850524184,30,259.9999885037472,30,False,True,0,0,0,0,-1,0.65097774,188,35,80
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,102,1000102,236.4999892547726,400,28,207.99999155253192,22,256.49998925924194,28,236.4999892547726,28,False,True,4,0,1,3,47,2.74286616106608,193,31,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,103,1000103,253.499988488847,400,30,274.49998888075345,29,273.4999884933211,30,253.499988488847,30,False,True,4,1,0,3,76,2.74286616106608,222,31,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,104,1000104,288.49998736380803,400,33,309.49998775124493,32,308.4999873653027,33,288.49998736380803,33,False,True,3,0,0,3,94,1.8088430214959998,204,34,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,no_recurrent_memory,105,1000105,299.99998697488786,400,34,299.9999881207939,31,319.9999869748924,34,299.99998697488786,34,False,True,0,0,0,0,-1,0.65097774,174,35,81
