model,scenario,condition,episode_idx,seed,episode_return,episode_len,captured,reward_at_100,captured_at_100,reward_at_200,captured_at_200,reward_at_400,captured_at_400,terminal_action,hit_step_limit,ids_detections,ids_quarantine,ids_patch,ids_monitor,ids_first_step,ids_max_level,ids_increases
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,0,1000000,239.99998850077145,400,30,283.4999885097143,30,259.99998850375164,30,239.99998850077145,30,False,True,16,0,8,8,59,4.5551862726878625,223
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,1,1000001,219.49998887032385,400,29,272.4999888807535,29,239.49998887330295,29,219.49998887032385,29,False,True,25,2,6,17,53,7.592656514108783,225
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,2,1000002,254.99998696147728,400,34,291.49998811781364,31,274.9999869674419,34,254.99998696147728,34,False,True,27,5,6,16,65,20.03787747648886,233
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,3,1000003,276.4999873474173,400,33,302.99998774230465,32,296.4999873533822,33,276.4999873474173,33,False,True,12,1,2,9,77,6.217608687866105,225
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,4,1000004,190.49998963177387,400,27,246.4999896407129,27,210.49998963773322,27,190.49998963177387,27,False,True,25,3,9,13,43,24.12538323703899,217
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,5,1000005,236.9999892503038,400,28,109.9999953940511,12,246.999989639223,27,236.9999892503038,28,False,True,3,0,1,2,150,2.74286616106608,168
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,6,1000006,225.49998962730314,400,27,257.4999896377324,27,245.49998962879212,27,225.49998962730314,27,False,True,6,0,1,5,17,3.790508837844758,206
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,7,1000007,264.49998773335733,400,32,286.499988503754,30,284.99998773783216,32,264.49998773335733,32,False,True,13,1,3,9,46,4.949498661087863,231
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,8,1000008,20.99999087303926,400,24,184.49999165385984,22,78.49999087899997,24,20.99999087303926,24,False,True,103,13,46,44,43,31.399856659635198,283
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,9,1000009,198.4999881073844,400,31,264.4999885126949,30,218.49998811036352,31,198.4999881073844,31,False,True,41,5,19,17,20,21.87273799697856,251
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,10,1000010,260.9999877244167,400,32,288.49998812079417,31,280.99998772740145,32,260.9999877244167,32,False,True,11,2,3,6,35,6.217608687866105,214
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,11,1000011,290.9999858245186,400,37,299.9999873653052,33,300.99998621046313,36,290.9999858245186,37,False,True,18,5,5,8,56,21.05066875719399,202
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,12,1000012,219.4999888524426,400,29,228.9999904334548,25,239.49998885989208,29,219.4999888524426,29,False,True,19,2,8,9,76,4.949498661087863,206
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,13,1000013,168.49999077022255,400,24,205.4999915450813,22,193.4999907761819,24,168.49999077022255,24,False,True,18,3,6,9,72,9.072503383826607,223
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,14,1000014,230.49998782277288,400,32,207.99999052137161,25,240.9999882057316,31,230.49998782277288,32,False,True,32,6,11,15,32,8.262887739835953,228
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,15,1000015,300.99998658596746,400,35,338.99998659342475,35,320.9999865904423,35,300.99998658596746,35,False,True,9,0,3,6,87,6.217608687866105,198
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,16,1000016,232.99998848885315,400,30,238.9999896451833,27,252.99998849630262,30,232.99998848885315,30,False,True,15,3,4,8,38,4.5551862726878625,203
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,17,1000017,221.99998887181343,400,29,273.99998888820363,29,241.99998887628266,29,221.99998887181343,29,False,True,17,2,7,8,79,7.213958896289422,217
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,18,1000018,227.99998924434357,400,28,252.49998963624253,27,247.9999892488128,28,227.99998924434357,28,False,True,15,0,3,12,36,7.592656514108783,204
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,19,1000019,259.99998772888694,400,32,281.9999881207941,31,279.99998773336176,32,259.99998772888694,32,False,True,13,1,6,6,41,5.374610308034105,203
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,20,1000020,246.99998811035934,400,31,280.9999881252645,31,266.9999881133415,31,246.99998811035934,31,False,True,10,3,3,4,33,4.949498661087863,183
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,21,1000021,277.4999873533775,400,33,297.99998774528467,32,297.4999873578523,33,277.4999873533775,33,False,True,10,0,5,5,47,3.790508837844758,175
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,22,1000022,226.49998847693348,400,30,245.49998926520365,28,246.4999884814027,30,226.49998847693348,30,False,True,19,3,7,9,21,7.592656514108783,238
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,23,1000023,198.999989633264,400,27,212.99999080300356,24,218.99998964071347,27,198.999989633264,27,False,True,26,1,9,16,37,14.120087204830533,226
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,24,1000024,75.39999192059221,400,21,151.89999233484292,20,95.89999192804169,21,75.39999192059221,21,False,True,75,4,26,45,17,25.675760274409107,267
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,25,1000025,197.49998962581338,400,27,234.99999003261348,26,217.49998963326286,27,197.49998962581338,27,False,True,29,2,6,21,33,14.78283865268084,222
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,26,1000026,193.99999039322321,400,25,233.99999040961285,25,213.99999039918256,25,193.99999039322321,25,False,True,14,1,3,10,33,2.74286616106608,182
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,27,1000027,224.49998963028247,400,27,259.99998963475224,27,244.49998963326158,27,224.49998963028247,27,False,True,2,1,0,1,160,1.8088430214959998,178
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,28,1000028,282.49998734890687,400,33,302.99998773932396,32,302.4999873518916,33,282.49998734890687,33,False,True,3,1,1,1,70,1.389893021496,196
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,29,1000029,313.4999862089682,400,36,345.4999862149354,36,333.49998621344304,36,313.4999862089682,36,False,True,4,0,3,1,78,1.389893021496,207
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,30,1000030,221.49998884797208,400,29,265.9999892458321,28,241.49998885393143,29,221.49998884797208,29,False,True,24,1,8,15,46,6.217608687866105,241
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,31,1000031,331.4999854400686,400,38,341.99998622089595,36,351.4999854445434,38,331.4999854400686,38,False,True,5,1,1,3,38,1.389893021496,218
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,32,1000032,241.99998772740065,400,32,306.99998773783415,32,261.9999877303814,32,241.99998772740065,32,False,True,28,3,7,18,57,7.213958896289422,236
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,33,1000033,228.89998897314038,400,30,248.89999013990183,27,252.89998898506022,30,228.89998897314038,30,False,True,26,1,9,16,21,15.99858546073392,206
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,34,1000034,295.9999865874579,400,35,327.49998660385575,35,316.4999865919327,35,295.9999865874579,35,False,True,13,0,5,8,27,7.213958896289422,233
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,35,1000035,250.99998848884758,400,30,278.99998887926324,29,270.9999884903408,30,250.99998848884758,30,False,True,6,1,1,4,77,1.8088430214959998,210
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,36,1000036,193.99999039024297,400,25,219.4999907851221,24,213.99999039769244,25,193.99999039024297,25,False,True,11,1,4,6,24,9.072503383826607,199
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,37,1000037,231.49998811483488,400,31,230.999989654124,27,251.49998811632386,31,231.49998811483488,31,False,True,23,4,6,13,50,9.072503383826607,221
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,38,1000038,336.3999850585989,400,39,364.89998545348624,38,356.3999850615836,39,336.3999850585989,39,False,True,9,1,3,5,45,2.74286616106608,199
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,39,1000039,258.49998858719414,400,31,283.4999889820815,30,278.49998859166897,31,258.49998858719414,31,False,True,5,1,3,1,40,1.019943021496,183
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,40,1000040,218.99998925030417,400,28,223.99999040812276,25,238.99998925179315,28,218.99998925030417,28,False,True,18,1,5,12,47,15.99858546073392,225
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,41,1000041,278.499987347417,400,33,302.49998774230437,32,302.49998735040174,33,278.499987347417,33,False,True,8,1,2,5,38,3.3881492578447583,198
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,42,1000042,246.4999882131774,400,31,283.9999881237744,31,266.4999882161594,31,246.4999882131774,31,False,True,11,3,3,5,39,4.949498661087863,192
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,43,1000043,268.4999877095155,400,32,290.4999881312249,31,288.9999877139903,32,268.4999877095155,32,False,True,11,1,1,9,59,2.74286616106608,209
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,44,1000044,236.9999888628715,400,29,258.9999892547728,28,256.99998886585087,29,236.9999888628715,29,False,True,11,0,5,6,24,3.812698661087863,197
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,45,1000045,259.9999884903359,400,30,289.9999885007734,30,279.99998849332064,30,259.9999884903359,30,False,True,0,0,0,0,-1,0.65097774,178
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,46,1000046,211.89998887330412,400,29,264.3999888852237,29,231.8999888747931,29,211.89998887330412,29,False,True,34,3,5,26,19,22.19491992695908,219
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,trace_no_ids_branch,47,1000047,205.49998924881405,400,28,247.49998965710427,27,225.49998925775364,28,205.49998924881405,28,False,True,24,1,12,11,46,4.949498661087863,231
